"region","set_type","status","all_pop","ind_edu","phd_edu","hig_edu","mast_edu","spec_edu","bac_edu","not_compl_edu","prof_edu","prof_edu_mid_spec","prof_edu_work","mid_edu","mid_edu_gen","mid_edu_prim","non_edu","not_ind_edu"
"Lipetsk Oblast","total","labour force",489636,483085,6552,155456,10414,107532,37510,9715,246228,153847,92381,47223,16441,1328,142,6551
"Lipetsk Oblast","total","employed",486534,480019,6525,154531,10330,106924,37277,9641,244951,153101,91850,46678,16245,1309,139,6515
"Lipetsk Oblast","total","unemployed",3102,3066,27,925,84,608,233,74,1277,746,531,545,196,19,3,36
"Lipetsk Oblast","total","not in labour",368766,365988,2950,49955,2188,37983,9784,3988,158034,100390,57644,77856,54317,17617,1271,2778
"Lipetsk Oblast","total","labour force",4455,4425,35,1259,121,823,315,90,1830,1092,738,793,351,55,12,30
"Lipetsk Oblast","total",NA,98893,10222,98,1695,89,1124,482,239,4365,2747,1618,1986,1315,510,14,88671
"Lipetsk Oblast","city",NA,601837,506251,6642,150841,10056,105406,35379,10241,237653,153781,83872,62952,29693,7680,549,95586
"Lipetsk Oblast","city","indicated status",505311,497191,6549,149306,9976,104388,34942,10011,233662,151232,82430,61231,28628,7265,539,8120
"Lipetsk Oblast","city","labour force",302712,296900,4445,114991,8250,78814,27927,7261,143205,91715,51490,20971,5325,644,58,5812
"Lipetsk Oblast","city","employed",300895,295116,4424,114277,8179,78351,27747,7210,142490,91278,51212,20741,5278,638,58,5779
"Lipetsk Oblast","city","unemployed",1817,1784,21,714,71,463,180,51,715,437,278,230,47,6,NA,33
"Lipetsk Oblast","city","not in labour",202599,200291,2104,34315,1726,25574,7015,2750,90457,59517,30940,40260,23303,6621,481,2308
"Lipetsk Oblast","city","labour force",2626,2601,28,950,96,630,224,59,985,621,364,407,143,25,4,25
"Lipetsk Oblast","city",NA,96526,9060,93,1535,80,1018,437,230,3991,2549,1442,1721,1065,415,10,87466
"Lipetsk Oblast","village",NA,355458,353044,2958,56265,2635,41233,12397,3701,170974,103203,67771,64113,42380,11775,878,2414
"Lipetsk Oblast","village","indicated status",353091,351882,2953,56105,2626,41127,12352,3692,170600,103005,67595,63848,42130,11680,874,1209
"Lipetsk Oblast","village","labour force",186924,186185,2107,40465,2164,28718,9583,2454,103023,62132,40891,26252,11116,684,84,739
"Lipetsk Oblast","village","employed",185639,184903,2101,40254,2151,28573,9530,2431,102461,61823,40638,25937,10967,671,81,736
"Lipetsk Oblast","village","unemployed",1285,1282,6,211,13,145,53,23,562,309,253,315,149,13,3,3
"Lipetsk Oblast","village","not in labour",166167,165697,846,15640,462,12409,2769,1238,67577,40873,26704,37596,31014,10996,790,470
"Lipetsk Oblast","village","labour force",1829,1824,7,309,25,193,91,31,845,471,374,386,208,30,8,5
"Lipetsk Oblast","village",NA,2367,1162,5,160,9,106,45,9,374,198,176,265,250,95,4,1205
"Moscow Oblast","village",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moscow Oblast","total",NA,7367082,5989052,90880,1965722,149881,1261479,554362,213794,2243879,1426460,817419,886899,492407,89575,5896,1378030
"Moscow Oblast","total","indicated status",6122331,5807701,88801,1927638,147576,1237182,542880,208180,2188151,1390392,797759,846913,462354,80027,5637,314630
"Moscow Oblast","total","labour force",4297001,4050986,67515,1588430,123633,999491,465306,167578,1553906,977684,576222,432846,222408,17093,1210,246015
"Moscow Oblast","total","employed",4273439,4027760,67136,1579803,122728,994061,463014,166728,1547299,973829,573470,429099,219837,16668,1190,245679
"Moscow Oblast","total","unemployed",23562,23226,379,8627,905,5430,2292,850,6607,3855,2752,3747,2571,425,20,336
"Moscow Oblast","total","not in labour",1825330,1756715,21286,339208,23943,237691,77574,40602,634245,412708,221537,414067,239946,62934,4427,68615
"Moscow Oblast","total","labour force",34132,33575,647,12165,1478,7642,3045,1315,9140,5544,3596,6566,3182,540,20,557
"Moscow Oblast","total",NA,1244751,181351,2079,38084,2305,24297,11482,5614,55728,36068,19660,39986,30053,9548,259,1063400
"Moscow Oblast","city",NA,5765968,4625808,77418,1631682,128081,1052742,450859,168833,1679938,1076220,603718,645320,352378,66068,4171,1140160
"Moscow Oblast","city","indicated status",4744497,4492043,75611,1601523,126249,1033183,442091,164742,1640146,1049957,590189,616740,330574,58733,3974,252454
"Moscow Oblast","city","labour force",3358484,3160797,57342,1319673,105860,834819,378994,132607,1165209,738128,427081,312879,159028,13111,948,197687
"Moscow Oblast","city","employed",3339446,3142022,57013,1312292,105086,830164,377042,131897,1160033,735140,424893,309829,157291,12736,931,197424
"Moscow Oblast","city","unemployed",19038,18775,329,7381,774,4655,1952,710,5176,2988,2188,3050,1737,375,17,263
"Moscow Oblast","city","not in labour",1386013,1331246,18269,281850,20389,198364,63097,32135,474937,311829,163108,303861,171546,45622,3026,54767
"Moscow Oblast","city","labour force",27333,26882,554,10337,1261,6544,2532,1030,7080,4293,2787,5156,2267,440,18,451
"Moscow Oblast","city",NA,1021471,133765,1807,30159,1832,19559,8768,4091,39792,26263,13529,28580,21804,7335,197,887706
"Moscow Oblast","village",NA,1601114,1363244,13462,334040,21800,208737,103503,44961,563941,350240,213701,241579,140029,23507,1725,237870
"Moscow Oblast","village","indicated status",1377834,1315658,13190,326115,21327,203999,100789,43438,548005,340435,207570,230173,131780,21294,1663,62176
"Moscow Oblast","village","labour force",938517,890189,10173,268757,17773,164672,86312,34971,388697,239556,149141,119967,63380,3982,262,48328
"Moscow Oblast","village","employed",933993,885738,10123,267511,17642,163897,85972,34831,387266,238689,148577,119270,62546,3932,259,48255
"Moscow Oblast","village","unemployed",4524,4451,50,1246,131,775,340,140,1431,867,564,697,834,50,3,73
"Moscow Oblast","village","not in labour",439317,425469,3017,57358,3554,39327,14477,8467,159308,100879,58429,110206,68400,17312,1401,13848
"Moscow Oblast","village","labour force",6799,6693,93,1828,217,1098,513,285,2060,1251,809,1410,915,100,2,106
"Moscow Oblast","village",NA,223280,47586,272,7925,473,4738,2714,1523,15936,9805,6131,11406,8249,2213,62,175694
"Oryol Oblast","village",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oryol Oblast","total",NA,606181,535432,7533,140249,10035,103284,26930,8820,221911,144991,76920,95519,48705,11746,949,70749
"Oryol Oblast","total","indicated status",534313,522432,7314,137948,9928,101515,26505,8601,216598,141360,75238,92842,47057,11151,921,11881
"Oryol Oblast","total","labour force",291952,284034,5155,102109,8253,73293,20563,5710,124562,80165,44397,34768,11110,557,63,7918
"Oryol Oblast","total","employed",289118,281222,5129,101252,8171,72716,20365,5649,123476,79523,43953,34226,10888,541,61,7896
"Oryol Oblast","total","unemployed",2834,2812,26,857,82,577,198,61,1086,642,444,542,222,16,2,22
"Oryol Oblast","total","not in labour",242361,238398,2159,35839,1675,28222,5942,2891,92036,61195,30841,58074,35947,10594,858,3963
"Oryol Oblast","total","labour force",3896,3868,57,1055,90,735,230,120,1499,876,623,740,371,23,3,28
"Oryol Oblast","total",NA,71868,13000,219,2301,107,1769,425,219,5313,3631,1682,2677,1648,595,28,58868
"Oryol Oblast","city",NA,405469,342757,5905,107612,7843,79220,20549,6811,140890,96887,44003,53331,22650,5161,397,62712
"Oryol Oblast","city","indicated status",343511,333135,5716,105696,7754,77756,20186,6628,136928,94070,42858,51520,21490,4774,383,10376
"Oryol Oblast","city","labour force",196068,189064,4109,78836,6448,56617,15771,4488,79163,53520,25643,17752,4443,239,34,7004
"Oryol Oblast","city","employed",194248,187264,4089,78164,6384,56163,15617,4439,78500,53119,25381,17459,4356,225,32,6984
"Oryol Oblast","city","unemployed",1820,1800,20,672,64,454,154,49,663,401,262,293,87,14,2,20
"Oryol Oblast","city","not in labour",147443,144071,1607,26860,1306,21139,4415,2140,57765,40550,17215,33768,17047,4535,349,3372
"Oryol Oblast","city","labour force",2307,2285,42,819,77,574,168,65,809,499,310,389,149,10,2,22
"Oryol Oblast","city",NA,61958,9622,189,1916,89,1464,363,183,3962,2817,1145,1811,1160,387,14,52336
"Oryol Oblast","village",NA,200712,192675,1628,32637,2192,24064,6381,2009,81021,48104,32917,42188,26055,6585,552,8037
"Oryol Oblast","village","indicated status",190802,189297,1598,32252,2174,23759,6319,1973,79670,47290,32380,41322,25567,6377,538,1505
"Oryol Oblast","village","labour force",95884,94970,1046,23273,1805,16676,4792,1222,45399,26645,18754,17016,6667,318,29,914
"Oryol Oblast","village","employed",94870,93958,1040,23088,1787,16553,4748,1210,44976,26404,18572,16767,6532,316,29,912
"Oryol Oblast","village","unemployed",1014,1012,6,185,18,123,44,12,423,241,182,249,135,2,NA,2
"Oryol Oblast","village","not in labour",94918,94327,552,8979,369,7083,1527,751,34271,20645,13626,24306,18900,6059,509,591
"Oryol Oblast","village","labour force",1589,1583,15,236,13,161,62,55,690,377,313,351,222,13,1,6
"Oryol Oblast","village",NA,9910,3378,30,385,18,305,62,36,1351,814,537,866,488,208,14,6532
"Ryazan Oblast","village",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ryazan Oblast","total",NA,938811,720492,10206,169897,10649,120041,39207,10940,313385,199821,113564,129482,71366,13991,1225,218319
"Ryazan Oblast","total","indicated status",718869,700265,9873,166358,10452,117559,38347,10652,305307,194378,110929,125019,68501,13407,1148,18604
"Ryazan Oblast","total","labour force",402568,390250,6675,124997,8479,86522,29996,7261,182464,113863,68601,49963,18539,243,108,12318
"Ryazan Oblast","total","employed",399529,387223,6641,124252,8420,86023,29809,7202,181175,113146,68029,49375,18243,230,105,12306
"Ryazan Oblast","total","unemployed",3039,3027,34,745,59,499,187,59,1289,717,572,588,296,13,3,12
"Ryazan Oblast","total","not in labour",316301,310015,3198,41361,1973,31037,8351,3391,122843,80515,42328,75056,49962,13164,1040,6286
"Ryazan Oblast","total","labour force",4817,4604,53,1069,83,728,258,120,1705,962,743,1020,591,32,14,213
"Ryazan Oblast","total",NA,219942,20227,333,3539,197,2482,860,288,8078,5443,2635,4463,2865,584,77,199715
"Ryazan Oblast","city",NA,669348,462551,8237,134547,8697,96274,29576,8181,195161,130477,64684,76171,33934,5752,568,206797
"Ryazan Oblast","city","indicated status",462090,447066,7974,131449,8512,94128,28809,7935,188853,126177,62676,72923,32040,5374,518,15024
"Ryazan Oblast","city","labour force",270107,260026,5424,100376,6984,70579,22813,5535,112801,73624,39177,28072,7646,111,61,10081
"Ryazan Oblast","city","employed",268215,258145,5395,99743,6931,70155,22657,5492,112057,73189,38868,27740,7548,110,60,10070
"Ryazan Oblast","city","unemployed",1892,1881,29,633,53,424,156,43,744,435,309,332,98,1,1,11
"Ryazan Oblast","city","not in labour",191983,187040,2550,31073,1528,23549,5996,2400,76052,52553,23499,44851,24394,5263,457,4943
"Ryazan Oblast","city","labour force",3171,2963,45,882,71,602,209,98,1069,635,434,611,242,12,4,208
"Ryazan Oblast","city",NA,207258,15485,263,3098,185,2146,767,246,6308,4300,2008,3248,1894,378,50,191773
"Ryazan Oblast","village",NA,269463,257941,1969,35350,1952,23767,9631,2759,118224,69344,48880,53311,37432,8239,657,11522
"Ryazan Oblast","village","indicated status",256779,253199,1899,34909,1940,23431,9538,2717,116454,68201,48253,52096,36461,8033,630,3580
"Ryazan Oblast","village","labour force",132461,130224,1251,24621,1495,15943,7183,1726,69663,40239,29424,21891,10893,132,47,2237
"Ryazan Oblast","village","employed",131314,129078,1246,24509,1489,15868,7152,1710,69118,39957,29161,21635,10695,120,45,2236
"Ryazan Oblast","village","unemployed",1147,1146,5,112,6,75,31,16,545,282,263,256,198,12,2,1
"Ryazan Oblast","village","not in labour",124318,122975,648,10288,445,7488,2355,991,46791,27962,18829,30205,25568,7901,583,1343
"Ryazan Oblast","village","labour force",1646,1641,8,187,12,126,49,22,636,327,309,409,349,20,10,5
"Ryazan Oblast","village",NA,12684,4742,70,441,12,336,93,42,1770,1143,627,1215,971,206,27,7942
"Smolensk Oblast","village",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smolensk Oblast","total",NA,758435,634409,7675,150566,8937,107192,34437,9238,285550,190878,94672,109669,59725,10821,1165,124026
"Smolensk Oblast","total","indicated status",636834,618088,7531,147876,8808,105301,33767,9017,279097,186259,92838,105828,57204,10405,1130,18746
"Smolensk Oblast","total","labour force",366531,353873,4976,109899,7065,76175,26659,6277,168471,110953,57518,46951,16843,357,99,12658
"Smolensk Oblast","total","employed",362056,349433,4941,108916,7001,75512,26403,6191,166610,109783,56827,46077,16250,349,99,12623
"Smolensk Oblast","total","unemployed",4475,4440,35,983,64,663,256,86,1861,1170,691,874,593,8,NA,35
"Smolensk Oblast","total","not in labour",270303,264215,2555,37977,1743,29126,7108,2740,110626,75306,35320,58877,40361,10048,1031,6088
"Smolensk Oblast","total","labour force",5030,4987,63,1210,89,837,284,93,2046,1317,729,1080,454,32,9,43
"Smolensk Oblast","total",NA,121601,16321,144,2690,129,1891,670,221,6453,4619,1834,3841,2521,416,35,105280
"Smolensk Oblast","city",NA,551486,446742,6438,122303,7601,86999,27703,7307,199817,138262,61555,72765,31805,5721,586,104744
"Smolensk Oblast","city","indicated status",450689,435529,6317,120160,7483,85473,27204,7151,195314,134950,60364,70079,30440,5498,570,15160
"Smolensk Oblast","city","labour force",265720,255635,4230,90121,6017,62587,21517,5032,118841,81110,37731,29627,7533,191,60,10085
"Smolensk Oblast","city","employed",262828,252768,4200,89316,5965,62041,21310,4961,117704,80381,37323,29127,7214,186,60,10060
"Smolensk Oblast","city","unemployed",2892,2867,30,805,52,546,207,71,1137,729,408,500,319,5,NA,25
"Smolensk Oblast","city","not in labour",184969,179894,2087,30039,1466,22886,5687,2119,76473,53840,22633,40452,22907,5307,510,5075
"Smolensk Oblast","city","labour force",3453,3423,54,983,76,677,230,76,1309,860,449,747,234,14,6,30
"Smolensk Oblast","city",NA,100797,11213,121,2143,118,1526,499,156,4503,3312,1191,2686,1365,223,16,89584
"Smolensk Oblast","village",NA,206949,187667,1237,28263,1336,20193,6734,1931,85733,52616,33117,36904,27920,5100,579,19282
"Smolensk Oblast","village","indicated status",186145,182559,1214,27716,1325,19828,6563,1866,83783,51309,32474,35749,26764,4907,560,3586
"Smolensk Oblast","village","labour force",100811,98238,746,19778,1048,13588,5142,1245,49630,29843,19787,17324,9310,166,39,2573
"Smolensk Oblast","village","employed",99228,96665,741,19600,1036,13471,5093,1230,48906,29402,19504,16950,9036,163,39,2563
"Smolensk Oblast","village","unemployed",1583,1573,5,178,12,117,49,15,724,441,283,374,274,3,NA,10
"Smolensk Oblast","village","not in labour",85334,84321,468,7938,277,6240,1421,621,34153,21466,12687,18425,17454,4741,521,1013
"Smolensk Oblast","village","labour force",1577,1564,9,227,13,160,54,17,737,457,280,333,220,18,3,13
"Smolensk Oblast","village",NA,20804,5108,23,547,11,365,171,65,1950,1307,643,1155,1156,193,19,15696
"Tambov Oblast","village",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tambov Oblast","total",NA,843802,764011,8080,159231,10095,114140,34996,10667,323527,216534,106993,154572,82193,24012,1729,79791
"Tambov Oblast","total","indicated status",758685,746972,7873,156709,10016,112238,34455,10458,317080,211911,105169,150574,79478,23106,1694,11713
"Tambov Oblast","total","labour force",405299,397741,5269,114979,8224,80249,26506,7011,185519,121096,64423,61133,21729,1980,121,7558
"Tambov Oblast","total","employed",401247,393714,5231,114135,8155,79680,26300,6946,183767,120054,63713,60221,21352,1943,119,7533
"Tambov Oblast","total","unemployed",4052,4027,38,844,69,569,206,65,1752,1042,710,912,377,37,2,25
"Tambov Oblast","total","not in labour",353386,349231,2604,41730,1792,31989,7949,3447,131561,90815,40746,89441,57749,21126,1573,4155
"Tambov Oblast","total","labour force",5141,5113,49,1104,104,711,289,93,2113,1311,802,1145,508,92,9,28
"Tambov Oblast","total",NA,85117,17039,207,2522,79,1902,541,209,6447,4623,1824,3998,2715,906,35,68078
"Tambov Oblast","city",NA,507526,434263,6481,115131,7923,83077,24131,7567,187488,133366,54122,79029,29836,8095,636,73263
"Tambov Oblast","city","indicated status",432406,422709,6305,112987,7872,81430,23685,7416,182685,129723,52962,76464,28628,7605,619,9697
"Tambov Oblast","city","labour force",241046,234700,4267,83596,6493,58804,18299,5004,105734,73311,32423,28635,6746,663,55,6346
"Tambov Oblast","city","employed",238890,232565,4242,82967,6435,58380,18152,4954,104772,72694,32078,28256,6666,654,54,6325
"Tambov Oblast","city","unemployed",2156,2135,25,629,58,424,147,50,962,617,345,379,80,9,1,21
"Tambov Oblast","city","not in labour",191360,188009,2038,29391,1379,22626,5386,2412,76951,56412,20539,47829,21882,6942,564,3351
"Tambov Oblast","city","labour force",2960,2935,41,831,82,538,211,61,1199,774,425,577,173,48,5,25
"Tambov Oblast","city",NA,75120,11554,176,2144,51,1647,446,151,4803,3643,1160,2565,1208,490,17,63566
"Tambov Oblast","village",NA,336276,329748,1599,44100,2172,31063,10865,3100,136039,83168,52871,75543,52357,15917,1093,6528
"Tambov Oblast","village","indicated status",326279,324263,1568,43722,2144,30808,10770,3042,134395,82188,52207,74110,50850,15501,1075,2016
"Tambov Oblast","village","labour force",164253,163041,1002,31383,1731,21445,8207,2007,79785,47785,32000,32498,14983,1317,66,1212
"Tambov Oblast","village","employed",162357,161149,989,31168,1720,21300,8148,1992,78995,47360,31635,31965,14686,1289,65,1208
"Tambov Oblast","village","unemployed",1896,1892,13,215,11,145,59,15,790,425,365,533,297,28,1,4
"Tambov Oblast","village","not in labour",162026,161222,566,12339,413,9363,2563,1035,54610,34403,20207,41612,35867,14184,1009,804
"Tambov Oblast","village","labour force",2181,2178,8,273,22,173,78,32,914,537,377,568,335,44,4,3
"Tambov Oblast","village",NA,9997,5485,31,378,28,255,95,58,1644,980,664,1433,1507,416,18,4512
"Tver Oblast","village",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tver Oblast","total",NA,1056313,850303,11318,175952,10731,126996,38225,13526,390066,259520,130546,156511,82681,18842,1407,206010
